vial_id,cruise,vessel,haul,sex,cw,ch_cc,crab_wgt,hepato_wwt,hepato_dwt,maturity,mid_latitude,mid_longitude,gis_station,bottom_depth,gear_temperature,start_date,sample_region,lme,DWT_WWT,Perc_DWT,WWT_DWT,year
2023-164,202302,162,10,2,43.29,0,30,0.2998,0.1158,0,63.66763,-169.03946,AA-18,36,2.7,8062023,8,NBS,0.38625750500333556,38.62575050033355,2.5889464594127807,2023
2023-165,202302,162,8,1,56.36,9.15,74,0.3156,0.133,0,63.98959,-169.78633,BB-19,34,3.2,8052023,9,NBS,0.4214195183776933,42.141951837769334,2.3729323308270676,2023
2023-166,202302,162,1,2,49.71,0,36,0.3039,0.1121,0,62.33318,-175.27462,W-27,78,-1.6,8032023,7,NBS,0.3688713392563343,36.88713392563343,2.710972346119536,2023
2023-167,202302,162,10,2,44.24,0,32,0.307,0.0997,0,63.66763,-169.03946,AA-18,36,2.7,8062023,8,NBS,0.3247557003257329,32.475570032573295,3.079237713139418,2023
2023-168,202302,162,35,1,54.8,12.52,66,0.3178,0.1114,1,63.6852,-168.2721,AA-01,33,2.8,8112023,8,NBS,0.3505349276274386,35.05349276274386,2.8527827648114905,2023
2023-169,202302,162,4,2,51.83,0,40,0.306,0.0733,0,64.01139,-172.00107,BB-22,53,-0.1,8042023,9,NBS,0.23954248366013073,23.954248366013072,4.174624829467939,2023
2023-170,202302,162,2,1,52.19,8.6,56,0.3146,0.0849,0,62.32472,-174.57742,W-26,70,-1.6,8032023,7,NBS,0.26986649713922445,26.986649713922446,3.7055359246171964,2023
2023-171,202302,162,7,2,45.54,0,NA,0.2999,0.1253,0,63.99256,-170.54275,BB-20,30,1.6,8052023,9,NBS,0.41780593531177057,41.780593531177054,2.3934557063048683,2023
2023-172,202302,162,5,2,45.67,0,NA,0.3038,0.0999,0,63.99967,-171.3382,BB-21,28,1.4,8042023,9,NBS,0.32883475971033577,32.883475971033576,3.041041041041041,2023
2023-173,202302,162,2,2,45.73,0,36,0.3049,0.1368,0,62.32472,-174.57742,W-26,70,-1.6,8032023,7,NBS,0.4486716956379141,44.86716956379141,2.228801169590643,2023
2023-174,202302,162,1,1,64.9,11.03,100,0.3282,0.1086,0,62.33318,-175.27462,W-27,78,-1.6,8032023,7,NBS,0.33089579524680074,33.089579524680076,3.022099447513812,2023
2023-175,202302,162,5,1,54.91,8.82,62,0.3052,0.1215,0,63.99967,-171.3382,BB-21,28,1.4,8042023,9,NBS,0.3980996068152031,39.80996068152031,2.5119341563786013,2023
2023-176,202302,162,4,2,43.89,0,30,0.3106,0.1066,0,64.01139,-172.00107,BB-22,53,-0.1,8042023,9,NBS,0.3432066967160335,34.32066967160335,2.9136960600375232,2023
2023-177,202302,162,5,1,52.9,9.07,NA,0.3181,0.1149,0,63.99967,-171.3382,BB-21,28,1.4,8042023,9,NBS,0.3612071675573719,36.12071675573719,2.7684943429068753,2023
2023-178,202302,162,4,2,50.68,0,36,0.3345,0.0708,0,64.01139,-172.00107,BB-22,53,-0.1,8042023,9,NBS,0.2116591928251121,21.16591928251121,4.724576271186441,2023
2023-179,202302,162,4,1,72.14,12.14,114,0.3061,0.0572,0,64.01139,-172.00107,BB-22,53,-0.1,8042023,9,NBS,0.18686703691604054,18.686703691604052,5.351398601398601,2023
2023-180,202302,162,4,1,71.73,14.04,144,0.325,0.0911,0,64.01139,-172.00107,BB-22,53,-0.1,8042023,9,NBS,0.2803076923076923,28.03076923076923,3.5675082327113063,2023
2023-181,202302,162,2,1,53,8.14,54,0.2993,0.0861,0,62.32472,-174.57742,W-26,70,-1.6,8032023,7,NBS,0.2876712328767123,28.767123287671232,3.4761904761904763,2023
2023-182,202302,162,8,1,51.48,8.31,52,0.2975,0.1165,0,63.98959,-169.78633,BB-19,34,3.2,8052023,9,NBS,0.39159663865546224,39.15966386554622,2.5536480686695278,2023
2023-183,202302,162,10,2,41.82,0,NA,0.3132,0.1174,0,63.66763,-169.03946,AA-18,36,2.7,8062023,8,NBS,0.3748403575989783,37.484035759897836,2.6678023850085175,2023
2023-184,202302,162,4,2,43.74,0,24,0.3,0.0529,0,64.01139,-172.00107,BB-22,53,-0.1,8042023,9,NBS,0.17633333333333334,17.633333333333333,5.671077504725897,2023
2023-185,202302,162,8,1,50.32,7.62,48,0.3379,0.1334,0,63.98959,-169.78633,BB-19,34,3.2,8052023,9,NBS,0.39479135839005625,39.47913583900562,2.532983508245877,2023
2023-186,202302,162,10,2,51.51,0,NA,0.2973,0.1137,0,63.66763,-169.03946,AA-18,36,2.7,8062023,8,NBS,0.3824419778002018,38.24419778002018,2.6147757255936677,2023
2023-187,202302,162,2,2,49.1,0,30,0.3232,0.1101,0,62.32472,-174.57742,W-26,70,-1.6,8032023,7,NBS,0.3406559405940594,34.06559405940594,2.9355131698455947,2023
2023-188,202302,162,5,2,46.67,0,NA,0.3268,0.1429,0,63.99967,-171.3382,BB-21,28,1.4,8042023,9,NBS,0.4372705018359853,43.72705018359853,2.2869139258222533,2023
2023-189,202302,162,2,2,48.14,0,34,0.2988,0.1088,0,62.32472,-174.57742,W-26,70,-1.6,8032023,7,NBS,0.36412315930388217,36.41231593038822,2.746323529411765,2023
2023-190,202302,162,4,1,50.72,8.08,50,0.3075,0.0993,0,64.01139,-172.00107,BB-22,53,-0.1,8042023,9,NBS,0.3229268292682927,32.29268292682927,3.096676737160121,2023
2023-191,202302,162,35,2,55.64,0,54,0.3041,0.0994,0,63.6852,-168.2721,AA-01,33,2.8,8112023,8,NBS,0.32686616244656364,32.68661624465636,3.0593561368209254,2023
2023-192,202302,162,1,2,52.05,0,46,0.3213,0.1122,0,62.33318,-175.27462,W-27,78,-1.6,8032023,7,NBS,0.34920634920634924,34.920634920634924,2.8636363636363638,2023
2023-193,202302,162,5,2,46,0,30,0.3067,0.1304,0,63.99967,-171.3382,BB-21,28,1.4,8042023,9,NBS,0.42517117704597324,42.517117704597325,2.351993865030675,2023
2023-194,202302,162,3,2,45.11,0,32,0.3047,0.1025,0,63.54793,-172.00571,AA-22,37,2.7,8042023,8,NBS,0.3363964555300295,33.63964555300295,2.9726829268292687,2023
2023-195,202302,162,1,1,54.74,8.97,60,0.3049,0.113,0,62.33318,-175.27462,W-27,78,-1.6,8032023,7,NBS,0.37061331584125945,37.061331584125945,2.698230088495575,2023
2023-196,202302,162,1,1,56.41,8.34,60,0.314,0.1134,0,62.33318,-175.27462,W-27,78,-1.6,8032023,7,NBS,0.3611464968152866,36.11464968152866,2.7689594356261025,2023
2023-197,202302,162,10,2,56.56,0,60,0.3165,0.107,0,63.66763,-169.03946,AA-18,36,2.7,8062023,8,NBS,0.3380726698262243,33.80726698262243,2.957943925233645,2023
2023-198,202302,162,1,2,50.28,0,48,0.3196,0.1287,0,62.33318,-175.27462,W-27,78,-1.6,8032023,7,NBS,0.40269086357947437,40.26908635794744,2.483294483294483,2023
2023-199,202302,162,2,1,54.1,9.15,62,0.3139,0.1092,0,62.32472,-174.57742,W-26,70,-1.6,8032023,7,NBS,0.3478814909206754,34.78814909206754,2.8745421245421245,2023
2023-200,202302,162,35,1,54.45,9.08,62,0.3152,0.1086,0,63.6852,-168.2721,AA-01,33,2.8,8112023,8,NBS,0.34454314720812185,34.454314720812185,2.902394106813996,2023
2023-201,202302,162,35,2,44.78,0,32,0.3308,0.0974,0,63.6852,-168.2721,AA-01,33,2.8,8112023,8,NBS,0.29443772672309554,29.443772672309553,3.3963039014373715,2023
2023-203,202302,162,38,1,55.58,8.87,74,0.3002,0.0947,0,62.67249,-169.58013,X-19,40,0.8,8122023,7,NBS,0.31545636242505,31.545636242504997,3.170010559662091,2023
2023-204,202302,162,38,1,55.28,10.55,64,0.3235,0.1102,0,62.67249,-169.58013,X-19,40,0.8,8122023,7,NBS,0.3406491499227203,34.06491499227203,2.9355716878402904,2023
2023-205,202302,162,35,2,42.76,0,26,0.3032,0.0989,0,63.6852,-168.2721,AA-01,33,2.8,8112023,8,NBS,0.32618733509234826,32.61873350923483,3.06572295247725,2023
2023-206,202302,162,38,1,50.98,8.54,48,0.3228,0.1059,0,62.67249,-169.58013,X-19,40,0.8,8122023,7,NBS,0.3280669144981413,32.80669144981413,3.048158640226629,2023
2023-207,202302,162,38,1,54.74,8.23,62,0.3156,0.1072,0,62.67249,-169.58013,X-19,40,0.8,8122023,7,NBS,0.3396704689480355,33.96704689480355,2.9440298507462686,2023
2023-210,202302,162,35,1,51.17,9.19,50,0.3683,0.1183,0,63.6852,-168.2721,AA-01,33,2.8,8112023,8,NBS,0.3212055389628021,32.12055389628021,3.113271344040575,2023
2023-211,202302,162,38,1,53.39,7.13,52,0.3112,0.0896,0,62.67249,-169.58013,X-19,40,0.8,8122023,7,NBS,0.2879177377892031,28.79177377892031,3.4732142857142856,2023
2023-212,202302,162,35,1,56.47,11.35,72,0.3473,0.1313,1,63.6852,-168.2721,AA-01,33,2.8,8112023,8,NBS,0.3780593147135042,37.80593147135042,2.645087585681645,2023
2023-213,202302,162,35,1,51.18,8.98,52,0.2993,0.0946,0,63.6852,-168.2721,AA-01,33,2.8,8112023,8,NBS,0.3160708319411961,31.60708319411961,3.16384778012685,2023
2023-214,202302,162,38,1,51.26,9.28,54,0.3292,0.1213,0,62.67249,-169.58013,X-19,40,0.8,8122023,7,NBS,0.36846901579586877,36.84690157958688,2.713932399010717,2023
2023-216,202302,162,35,1,51.95,8.52,NA,0.3099,0.1065,0,63.6852,-168.2721,AA-01,33,2.8,8112023,8,NBS,0.3436592449177154,34.36592449177154,2.9098591549295776,2023
2023-217,202302,162,38,1,54.88,8.93,62,0.3057,0.1004,0,62.67249,-169.58013,X-19,40,0.8,8122023,7,NBS,0.328426561988878,32.842656198887795,3.0448207171314743,2023
2023-218,202302,162,35,2,43.14,0,28,0.3075,0.0992,0,63.6852,-168.2721,AA-01,33,2.8,8112023,8,NBS,0.32260162601626013,32.260162601626014,3.0997983870967745,2023
2023-219,202302,162,35,1,51.46,9.76,92,0.3358,0.1413,0,63.6852,-168.2721,AA-01,33,2.8,8112023,8,NBS,0.4207861822513401,42.078618225134015,2.376503892427459,2023
2023-220,202302,162,35,1,53.07,11.26,68,0.3196,0.0853,1,63.6852,-168.2721,AA-01,33,2.8,8112023,8,NBS,0.26689612015018777,26.689612015018778,3.746776084407972,2023
2023-321,202301,134,129,2,52.96,0,50,0.3113,0.1109,0,57.50772,-169.96235,IH2120,68,2.3,7012023,2,EBS,0.3562479922903951,35.62479922903951,2.807033363390442,2023
2023-323,202301,134,145,1,86.88,5.05,232,0.3569,0.1162,0,58.99585,-171.77935,M-23,88,0.7,7112023,3,EBS,0.32558139534883723,32.55813953488372,3.0714285714285716,2023
2023-324,202301,134,129,2,50.91,0,40,0.3007,0.1219,0,57.50772,-169.96235,IH2120,68,2.3,7012023,2,EBS,0.40538742933155963,40.538742933155966,2.466776045939295,2023
2023-325,202301,134,122,2,49.93,0,40,0.3009,0.098,0,58.3295,-170.38641,K-21,74,-0.2,6292023,3,EBS,0.3256895978730475,32.56895978730475,3.070408163265306,2023
2023-326,202301,134,146,2,48,0,38,0.2999,0.0988,0,58.9881,-171.12292,M-22,78,-0.6,7122023,3,EBS,0.32944314771590527,32.94431477159053,3.035425101214575,2023
2023-327,202301,134,147,1,80.7,13.33,190,0.3089,0.0926,0,59.33304,-171.18505,N-22,75,-0.4,7122023,3,EBS,0.2997733894464228,29.97733894464228,3.33585313174946,2023
2023-328,202301,134,150,2,51.33,0,46,0.3256,0.1006,0,60.3255,-171.34276,Q-22,67,-1.6,7132023,4,EBS,0.30896805896805896,30.896805896805894,3.2365805168986084,2023
2023-329,202301,134,149,2,54.08,0,56,0.3236,0.1035,0,59.99128,-171.30483,P-22,70,-1.2,7122023,4,EBS,0.31983930778739184,31.983930778739182,3.126570048309179,2023
2023-330,202301,134,152,2,52.09,0,46,0.3653,0.1115,0,60.66061,-172.10918,R-23,61,-1.2,7132023,4,EBS,0.3052285792499316,30.522857924993158,3.2762331838565024,2023
2023-331,202301,134,122,2,49.54,0,40,0.3128,0.1108,0,58.3295,-170.38641,K-21,74,-0.2,6292023,3,EBS,0.3542199488491048,35.42199488491048,2.8231046931407944,2023
2023-332,202301,134,129,2,45.75,0,34,0.3207,0.1128,0,57.50772,-169.96235,IH2120,68,2.3,7012023,2,EBS,0.3517305893358279,35.17305893358279,2.8430851063829787,2023
2023-333,202301,134,147,2,56.36,0,56,0.3376,0.1166,0,59.33304,-171.18505,N-22,75,-0.4,7122023,3,EBS,0.3453791469194313,34.53791469194313,2.8953687821612353,2023
2023-334,202301,134,122,2,56.63,0,60,0.3128,0.0996,0,58.3295,-170.38641,K-21,74,-0.2,6292023,3,EBS,0.31841432225063937,31.841432225063937,3.1405622489959844,2023
2023-335,202301,134,122,1,71.76,10.35,116,0.3172,0.1177,0,58.3295,-170.38641,K-21,74,-0.2,6292023,3,EBS,0.37105926860025223,37.10592686002522,2.6949872557349193,2023
2023-336,202301,134,124,2,50.47,0,46,0.3116,0.1219,0,57.98899,-170.96914,J-22,86,2.3,6302023,2,EBS,0.39120667522464697,39.1206675224647,2.5561936013125512,2023
2023-337,202301,134,124,2,68,0,98,0.3043,0.1109,0,57.98899,-170.96914,J-22,86,2.3,6302023,2,EBS,0.3644429838974696,36.44429838974696,2.7439134355275026,2023
2023-338,202301,134,146,2,45.37,0,30,0.324,0.112,0,58.9881,-171.12292,M-22,78,-0.6,7122023,3,EBS,0.345679012345679,34.5679012345679,2.892857142857143,2023
2023-339,202301,134,118,2,46.77,0,32,0.2989,0.0989,0,59.02424,-170.49168,M-21,71,0.1,6282023,3,EBS,0.3308798929407829,33.08798929407829,3.0222446916076846,2023
2023-340,202301,134,120,1,88.17,14.8,236,0.3122,0.0934,0,58.66657,-171.08787,L-22,82,0.6,6292023,3,EBS,0.299167200512492,29.9167200512492,3.342612419700214,2023
2023-341,202301,134,129,2,49.55,0,42,0.306,0.1211,0,57.50772,-169.96235,IH2120,68,2.3,7012023,2,EBS,0.3957516339869281,39.57516339869281,2.526837324525186,2023
2023-342,202301,134,129,2,48.88,0,34,0.308,0.1157,0,57.50772,-169.96235,IH2120,68,2.3,7012023,2,EBS,0.3756493506493506,37.564935064935064,2.662057044079516,2023
2023-343,202301,134,121,1,72.97,10.78,140,0.3089,0.1138,0,58.33438,-170.99082,K-22,83,1.6,6292023,3,EBS,0.3684040142440919,36.840401424409194,2.7144112478031635,2023
2023-344,202301,134,149,2,56.12,0,NA,0.3105,0.0886,0,59.99128,-171.30483,P-22,70,-1.2,7122023,4,EBS,0.2853462157809984,28.534621578099838,3.50451467268623,2023
2023-345,202301,134,122,2,47.02,0,34,0.3029,0.1181,0,58.3295,-170.38641,K-21,74,-0.2,6292023,3,EBS,0.3898976559920766,38.98976559920766,2.5647756138865367,2023
2023-346,202301,134,129,2,53.64,0,46,0.2969,0.117,0,57.50772,-169.96235,IH2120,68,2.3,7012023,2,EBS,0.39407207814078815,39.40720781407882,2.5376068376068375,2023
2023-347,202301,134,149,2,53.78,0,50,0.326,0.0968,0,59.99128,-171.30483,P-22,70,-1.2,7122023,4,EBS,0.2969325153374233,29.69325153374233,3.3677685950413228,2023
2023-348,202301,134,122,2,48.11,0,36,0.3019,0.113,0,58.3295,-170.38641,K-21,74,-0.2,6292023,3,EBS,0.3742961245445512,37.42961245445512,2.6716814159292035,2023
2023-349,202301,134,186,1,88.83,16.57,NA,0.3574,0.1507,0,60.01223,-175.26855,P-28,117,1.6,7232023,5,EBS,0.4216564073866816,42.16564073866816,2.371599203715992,2023
2023-350,202301,134,150,2,52.34,0,44,0.3128,0.0885,0,60.3255,-171.34276,Q-22,67,-1.6,7132023,4,EBS,0.28292838874680304,28.292838874680303,3.5344632768361586,2023
2023-351,202301,134,124,2,52.08,0,46,0.3231,0.116,0,57.98899,-170.96914,J-22,86,2.3,6302023,2,EBS,0.35902197462086044,35.90219746208604,2.785344827586207,2023
2023-352,202301,134,146,2,46.11,0,30,0.2977,0.1073,0,58.9881,-171.12292,M-22,78,-0.6,7122023,3,EBS,0.3604299630500504,36.04299630500504,2.7744641192917054,2023
2023-353,202301,134,187,1,77.2,14.33,166,0.3074,0.1057,0,60.33091,-175.40158,Q-28,112,1.3,7232023,5,EBS,0.3438516590761223,34.38516590761223,2.9082308420056764,2023
2023-354,202301,134,122,1,77.82,11.35,130,0.3043,0.092,0,58.3295,-170.38641,K-21,74,-0.2,6292023,3,EBS,0.3023332237923102,30.23332237923102,3.307608695652174,2023
2023-355,202301,134,119,2,47.4,0,38,0.3151,0.1146,0,58.66918,-170.43077,L-21,73,-0.5,6292023,3,EBS,0.3636940653760711,36.369406537607105,2.74956369982548,2023
2023-357,202301,134,118,2,52.14,0,46,0.314,0.1174,0,59.02424,-170.49168,M-21,71,0.1,6282023,3,EBS,0.37388535031847137,37.388535031847134,2.6746166950596253,2023
2023-358,202301,134,120,2,49.89,0,44,0.2965,0.1044,0,58.66657,-171.08787,L-22,82,0.6,6292023,3,EBS,0.35210792580101186,35.210792580101185,2.840038314176245,2023
2023-359,202301,134,146,1,71,15.18,NA,0.3147,0.1089,1,58.9881,-171.12292,M-22,78,-0.6,7122023,3,EBS,0.34604385128693993,34.60438512869399,2.889807162534435,2023
2023-360,202301,134,120,2,49.31,0,38,0.3006,0.1094,0,58.66657,-171.08787,L-22,82,0.6,6292023,3,EBS,0.3639387890884897,36.39387890884897,2.7477148080438756,2023
2023-361,202301,134,149,2,57.88,0,56,0.3173,0.095,0,59.99128,-171.30483,P-22,70,-1.2,7122023,4,EBS,0.2994011976047904,29.94011976047904,3.3400000000000003,2023
2023-362,202301,134,124,2,59.32,0,70,0.302,0.112,0,57.98899,-170.96914,J-22,86,2.3,6302023,2,EBS,0.3708609271523179,37.086092715231786,2.696428571428571,2023
2023-363,202301,134,150,2,54.12,0,54,0.3394,0.0922,0,60.3255,-171.34276,Q-22,67,-1.6,7132023,4,EBS,0.2716558632881556,27.16558632881556,3.6811279826464203,2023
2023-364,202301,134,120,2,49.08,0,38,0.3272,0.1182,0,58.66657,-171.08787,L-22,82,0.6,6292023,3,EBS,0.36124694376528116,36.12469437652812,2.7681895093062603,2023
2023-365,202301,134,152,2,55.41,0,54,0.3268,0.0975,0,60.66061,-172.10918,R-23,61,-1.2,7132023,4,EBS,0.29834761321909425,29.834761321909426,3.3517948717948713,2023
2023-366,202301,134,129,1,52.3,7.37,68,0.3147,0.0979,0,57.50772,-169.96235,IH2120,68,2.3,7012023,2,EBS,0.3110899269145218,31.10899269145218,3.214504596527068,2023
2023-367,202301,134,159,1,82.35,19.01,367,0.3205,0.0869,1,59.33059,-171.8506,N-23,80,-0.8,7152023,3,EBS,0.27113884555382217,27.113884555382217,3.6881472957422323,2023
2023-368,202301,134,119,2,47.9,0,40,0.3024,0.111,0,58.66918,-170.43077,L-21,73,-0.5,6292023,3,EBS,0.3670634920634921,36.70634920634921,2.7243243243243245,2023
2023-369,202301,134,100,1,72.77,16.68,174,0.3084,0.0932,1,56.81727,-168.60692,GF1918,98,3.9,6232023,2,EBS,0.30220492866407267,30.220492866407266,3.3090128755364807,2023
2023-370,202301,134,119,2,46.44,0,34,0.3224,0.115,0,58.66918,-170.43077,L-21,73,-0.5,6292023,3,EBS,0.3566997518610422,35.66997518610422,2.803478260869565,2023
2023-371,202301,134,118,2,45.41,0,28,0.3174,0.1249,0,59.02424,-170.49168,M-21,71,0.1,6282023,3,EBS,0.39350976685570255,39.35097668557025,2.5412329863891117,2023
2023-372,202301,134,122,1,77.38,13.21,160,0.3021,0.1,0,58.3295,-170.38641,K-21,74,-0.2,6292023,3,EBS,0.33101621979477,33.101621979476995,3.0209999999999995,2023
2023-373,202301,134,186,1,89.03,15.73,NA,0.3189,0.1398,0,60.01223,-175.26855,P-28,117,1.6,7232023,5,EBS,0.43838193791157104,43.8381937911571,2.281115879828326,2023
2023-374,202301,134,118,2,52.44,0,46,0.3019,0.1022,0,59.02424,-170.49168,M-21,71,0.1,6282023,3,EBS,0.33852268963232857,33.85226896323286,2.9540117416829745,2023
2023-375,202301,134,129,2,47.15,0,35,0.3087,0.1111,0,57.50772,-169.96235,IH2120,68,2.3,7012023,2,EBS,0.3598963394881763,35.98963394881763,2.7785778577857783,2023
2023-376,202301,134,150,2,53.51,0,52,0.3026,0.082,0,60.3255,-171.34276,Q-22,67,-1.6,7132023,4,EBS,0.27098479841374756,27.098479841374758,3.690243902439024,2023
2023-377,202301,134,129,2,47.99,0,36,0.2951,0.1133,0,57.50772,-169.96235,IH2120,68,2.3,7012023,2,EBS,0.3839376482548289,38.39376482548289,2.6045895851721093,2023
2023-378,202301,134,147,2,54.28,0,48,0.3079,0.1081,0,59.33304,-171.18505,N-22,75,-0.4,7122023,3,EBS,0.3510880155894771,35.10880155894771,2.8482886216466237,2023
2023-379,202301,134,146,1,72.5,12.92,136,0.321,0.1171,0,58.9881,-171.12292,M-22,78,-0.6,7122023,3,EBS,0.36479750778816195,36.4797507788162,2.7412467976088815,2023
2023-380,202301,134,122,1,90.05,14.22,228,0.3061,0.0901,0,58.3295,-170.38641,K-21,74,-0.2,6292023,3,EBS,0.29434825220516175,29.434825220516174,3.397336293007769,2023
2023-381,202301,134,121,1,52.42,14.49,198,0.3189,0.1081,1,58.33438,-170.99082,K-22,83,1.6,6292023,3,EBS,0.3389777359673879,33.89777359673879,2.95004625346901,2023
2023-382,202301,134,149,1,82.34,14.38,184,0.313,0.0994,0,59.99128,-171.30483,P-22,70,-1.2,7122023,4,EBS,0.31757188498402555,31.757188498402556,3.1488933601609657,2023
2023-383,202301,134,122,1,70.38,12.13,138,0.3066,0.1091,0,58.3295,-170.38641,K-21,74,-0.2,6292023,3,EBS,0.3558382257012394,35.58382257012394,2.810265811182401,2023
2023-384,202301,134,100,1,90.85,20.21,342,0.3098,0.0985,1,56.81727,-168.60692,GF1918,98,3.9,6232023,2,EBS,0.31794706262104583,31.794706262104583,3.1451776649746193,2023
2023-385,202301,134,151,2,55.25,0,NA,0.3145,0.1046,0,60.65291,-171.43124,R-22,63,-1.1,7132023,4,EBS,0.3325914149443561,33.25914149443561,3.0066921606118546,2023
2023-386,202301,134,120,1,95.94,16.32,308,0.3946,0.1306,0,58.66657,-171.08787,L-22,82,0.6,6292023,3,EBS,0.3309680689305626,33.09680689305626,3.0214395099540585,2023
2023-387,202301,134,119,2,48.52,0,34,0.3411,0.1249,0,58.66918,-170.43077,L-21,73,-0.5,6292023,3,EBS,0.366168279097039,36.6168279097039,2.7309847878302644,2023
2023-388,202301,134,146,2,46.27,0,32,0.3109,0.1061,0,58.9881,-171.12292,M-22,78,-0.6,7122023,3,EBS,0.3412672885172081,34.12672885172081,2.9302544769085768,2023
2023-389,202301,134,149,2,56.91,0,60,0.3179,0.0989,0,59.99128,-171.30483,P-22,70,-1.2,7122023,4,EBS,0.3111041207927021,31.110412079270212,3.2143579373104147,2023
2023-390,202301,134,150,2,49.98,0,40,0.3322,0.1009,0,60.3255,-171.34276,Q-22,67,-1.6,7132023,4,EBS,0.3037326911499097,30.37326911499097,3.292368681863231,2023
2023-391,202301,134,100,1,71.41,15.38,154,0.3205,0.0945,1,56.81727,-168.60692,GF1918,98,3.9,6232023,2,EBS,0.2948517940717629,29.485179407176286,3.3915343915343916,2023
2023-392,202301,134,146,2,49.61,0,38,0.3089,0.1057,0,58.9881,-171.12292,M-22,78,-0.6,7122023,3,EBS,0.3421819359015863,34.21819359015863,2.922421948912015,2023
2023-393,202301,134,86,1,82.08,18.16,246,0.3167,0.1309,1,56.34574,-167.05705,E-02,111,4.5,6202023,1,EBS,0.413324913167035,41.3324913167035,2.419404125286478,2023
2023-394,202301,134,119,2,49.64,0,44,0.3163,0.1059,0,58.66918,-170.43077,L-21,73,-0.5,6292023,3,EBS,0.33480872589313937,33.48087258931394,2.986779981114259,2023
2023-396,202301,134,100,1,78.78,17.56,184,0.3417,0.1215,1,56.81727,-168.60692,GF1918,98,3.9,6232023,2,EBS,0.3555750658472344,35.55750658472344,2.812345679012346,2023
2023-397,202301,134,117,1,86.15,15.02,234,0.3162,0.0893,0,59.33106,-170.55124,N-21,68,-0.3,6282023,3,EBS,0.282416192283365,28.2416192283365,3.54087346024636,2023
2023-398,202301,134,124,2,50.38,0,42,0.3052,0.1185,0,57.98899,-170.96914,J-22,86,2.3,6302023,2,EBS,0.38826998689384007,38.826998689384006,2.575527426160338,2023
2023-399,202301,134,120,2,48.19,0,38,0.316,0.1045,0,58.66657,-171.08787,L-22,82,0.6,6292023,3,EBS,0.33069620253164556,33.06962025316456,3.023923444976077,2023
2023-401,202301,134,151,2,55.07,0,52,0.3244,0.1124,0,60.65291,-171.43124,R-22,63,-1.1,7132023,4,EBS,0.34648581997533906,34.6485819975339,2.8861209964412815,2023
2023-402,202301,134,151,2,53.43,0,NA,0.3245,0.1022,0,60.65291,-171.43124,R-22,63,-1.1,7132023,4,EBS,0.31494607087827425,31.494607087827426,3.1751467710371823,2023
2023-403,202301,134,159,1,78.34,16.94,NA,0.3295,0.0988,1,59.33059,-171.8506,N-23,80,-0.8,7152023,3,EBS,0.2998482549317147,29.984825493171467,3.33502024291498,2023
2023-404,202301,134,146,1,78.33,12.97,166,0.3215,0.1044,0,58.9881,-171.12292,M-22,78,-0.6,7122023,3,EBS,0.32472783825816487,32.472783825816485,3.079501915708812,2023
2023-405,202301,134,187,1,74.59,12.88,160,0.3472,0.1227,0,60.33091,-175.40158,Q-28,112,1.3,7232023,5,EBS,0.35339861751152074,35.33986175115207,2.829665851670742,2023
2023-406,202301,134,186,1,95.68,17.25,NA,0.3107,0.1377,0,60.01223,-175.26855,P-28,117,1.6,7232023,5,EBS,0.4431927904731252,44.31927904731252,2.256354393609296,2023
2023-407,202301,134,160,1,79.58,14.07,192,0.3399,0.0953,0,59.33728,-172.50564,N-24,88,0.9,7152023,3,EBS,0.28037658134745513,28.037658134745513,3.5666316894018886,2023
2023-408,202301,134,186,1,91.53,16.13,294,0.3477,0.1493,0,60.01223,-175.26855,P-28,117,1.6,7232023,5,EBS,0.42939315501869424,42.93931550186942,2.32886805090422,2023
2023-409,202301,134,151,2,50.83,0,44,0.3193,0.1012,0,60.65291,-171.43124,R-22,63,-1.1,7132023,4,EBS,0.3169433134982775,31.69433134982775,3.1551383399209483,2023
2023-410,202301,134,151,2,55.02,0,NA,0.34,0.1026,0,60.65291,-171.43124,R-22,63,-1.1,7132023,4,EBS,0.30176470588235293,30.176470588235293,3.3138401559454196,2023
2023-411,202301,134,189,1,96.94,17.76,NA,0.316,0.0953,0,60.67284,-176.20668,R-29,119,1.1,7242023,5,EBS,0.30158227848101266,30.158227848101266,3.3158447009443863,2023
2023-412,202301,134,187,1,86.73,15.31,228,0.323,0.0965,0,60.33091,-175.40158,Q-28,112,1.3,7232023,5,EBS,0.29876160990712075,29.876160990712076,3.3471502590673574,2023
2023-413,202301,134,152,2,53.06,0,48,0.3083,0.0976,0,60.66061,-172.10918,R-23,61,-1.2,7132023,4,EBS,0.3165747648394421,31.657476483944208,3.158811475409836,2023
2023-414,202301,134,160,1,72.11,12.28,150,0.3175,0.0921,0,59.33728,-172.50564,N-24,88,0.9,7152023,3,EBS,0.2900787401574803,29.00787401574803,3.447339847991314,2023
2023-415,202301,134,152,2,51.44,0,42,0.3271,0.0908,0,60.66061,-172.10918,R-23,61,-1.2,7132023,4,EBS,0.2775909507795781,27.759095077957813,3.6024229074889864,2023
2023-416,202301,134,152,2,53.91,0,50,0.3386,0.1022,0,60.66061,-172.10918,R-23,61,-1.2,7132023,4,EBS,0.30183106910809215,30.183106910809215,3.3131115459882583,2023
