Vial_ID,Cruise,Vessel,Haul,Sex,CW ,CH_CC,Crab_Wgt ,Hepato_WWT,Hepato_DWT
2023-474,202301,134,189,1,82.15,14.83,204,0.3144,0.1144
2023-477,202301,134,189,1,80.19,14.05,200,0.3291,0.1102
2023-478,202301,134,190,1,71.52,12.04,NA,0.313,0.1025
2023-479,202301,134,190,1,91.8,21.72,334,0.3095,0.1078
2023-480,202301,134,190,1,92.56,21.8,368,0.3299,0.129
24-1,202401,162,89,1,78.86,10.76,NA,0.2877,0.0484
24-2,202401,162,89,2,56.77,0,NA,0.3481,0.1190
24-3,202401,162,89,1,75.02,10.75,NA,0.2983,0.0780
24-4,202401,162,89,2,53.5,0,NA,0.2991,0.1083
24-5,202401,162,89,2,56.78,0,NA,0.3069,0.1112
24-6,202401,162,89,2,53.99,0,NA,0.323,0.1228
24-7,202401,162,89,2,51.67,0,NA,0.3215,0.1109
24-8,202401,162,89,1,75.97,11.4,NA,0.3522,0.0600
24-9,202401,162,100,2,59.82,0,NA,0.3111,0.0753
24-10,202401,162,100,2,52.69,0,NA,0.3212,0.1141
24-11,202401,162,100,2,62.48,0,NA,0.3147,0.1008
24-12,202401,162,100,2,50.28,0,NA,0.3025,0.0946
24-13,202401,162,100,2,48.76,0,NA,0.3173,0.1078
24-14,202401,162,108,2,48.95,0,NA,0.3032,0.0732
24-15,202401,162,108,2,46.32,0,NA,0.3094,0.0714
24-16,202401,162,108,2,46.9,0,NA,0.3193,0.0867
24-17,202401,162,108,2,46.07,0,NA,0.3045,0.0669
24-18,202401,162,108,2,45.73,0,NA,0.3215,0.0788
24-19,202401,162,111,2,47.51,0,NA,0.3209,0.0851
24-20,202401,162,111,2,48.84,0,NA,0.2966,0.0735
24-21,202401,162,111,2,47.88,0,NA,0.3094,0.0880
24-22,202401,162,111,2,45.1,0,NA,0.3078,0.0931
24-23,202401,162,111,2,46.58,0,NA,0.3127,0.0948
24-24,202401,162,109,1,73.57,13.58,NA,0.3056,0.0885
24-25,202401,162,109,1,70.08,11.74,NA,0.3002,0.0908
24-26,202401,162,109,2,54.81,0,NA,0.3235,0.0805
24-27,202401,162,109,2,51.38,0,NA,0.3264,0.0903
24-28,202401,162,109,2,54.61,0,NA,0.2917,0.0842
24-29,202401,162,109,2,48.9,0,NA,0.3423,0.0970
24-30,202401,162,109,2,54.61,0,NA,0.3314,0.0911
24-31,202401,162,110,2,58.75,0,NA,0.3037,0.0875
24-32,202401,162,110,2,55.98,0,NA,0.3138,0.1092
24-33,202401,162,110,2,50.35,0,NA,0.3043,0.0762
24-34,202401,162,110,2,50.32,0,NA,0.3036,0.0805
24-35,202401,162,110,2,49.29,0,NA,0.3038,0.0789
24-36,202401,162,112,2,51.64,0,NA,0.2987,0.0723
24-37,202401,162,112,2,49.23,0,NA,0.3153,0.0779
24-38,202401,162,112,2,48.38,0,NA,0.3038,0.0965
24-39,202401,162,113,1,80.45,13.41,NA,0.2973,0.0855
24-40,202401,162,113,2,55.39,0,NA,0.3073,0.0863
24-41,202401,162,113,2,56.6,0,NA,0.286,0.0968
24-42,202401,162,113,2,56.13,0,NA,0.3162,0.0951
24-43,202401,162,114,1,73.73,12.65,NA,0.284,0.0781
24-44,202401,162,114,1,71.49,12.8,NA,0.3097,0.0882
24-45,202401,162,115,1,86.2,16.75,NA,0.3887,0.1116
24-46,202401,162,115,1,79.83,15.84,NA,0.3138,0.0889
24-47,202401,162,115,1,84.13,16.29,NA,0.3035,0.0907
24-48,202401,162,115,1,72.46,13.75,NA,0.3045,0.1002
24-49,202401,162,115,1,91.85,16.86,NA,0.3069,0.0740
24-50,202401,162,121,1,77.55,13.28,NA,0.2934,0.0860
24-51,202401,162,121,1,76.86,13.35,NA,0.3206,0.1031
24-52,202401,162,121,2,63.97,0,NA,0.2974,0.0955
24-53,202401,162,121,2,63.42,0,NA,0.3465,0.1353
24-54,202401,162,121,2,66.52,0,NA,0.3243,0.1169
24-55,202401,162,121,2,66.76,0,NA,0.3048,0.1074
24-56,202401,162,121,2,65.19,0,NA,0.3306,0.0968
24-57,202401,162,118,1,92.95,14.51,NA,0.3048,0.0971
24-58,202401,162,118,1,70.14,12.95,NA,0.3109,0.0592
24-59,202401,162,118,1,79.33,14,NA,0.3219,0.0945
24-60,202401,162,118,1,89.33,16.57,NA,0.317,0.0858
24-61,202401,162,118,1,89.4,17.45,NA,0.3317,0.0961
24-62,202401,162,117,1,74.46,14.46,NA,0.3152,0.0697
24-63,202401,162,119,1,87.32,16.51,NA,0.312,0.0909
24-64,202401,162,119,1,97.26,16.84,NA,0.3012,0.1044
24-65,202401,162,119,2,61.7,0,NA,0.3264,0.1073
24-66,202401,162,119,2,64.83,0,NA,0.3166,0.1007
24-67,202401,162,119,2,60.88,0,NA,0.3215,0.1100
24-68,202401,162,123,2,63.07,0,NA,0.3065,0.1094
24-69,202401,162,123,2,66.52,0,NA,0.2862,0.1077
24-70,202401,162,123,2,67.53,0,NA,0.3168,0.1213
24-71,202401,162,123,2,63.37,0,NA,0.3042,0.1155
24-72,202401,162,120,1,85.8,14.1,NA,0.3038,0.0878
24-73,202401,162,125,1,71.79,12.91,NA,0.3166,0.0985
24-74,202401,162,125,1,74.37,13.02,NA,0.3179,0.1156
24-75,202401,162,146,1,86.08,15.64,NA,0.2967,0.0754
24-76,202401,162,146,1,85.31,13.89,NA,0.3166,0.0841
24-77,202401,162,146,1,84.54,15.8,NA,0.2948,0.0897
24-78,202401,162,146,1,92.95,17.03,NA,0.3236,0.0874
24-79,202401,162,147,1,89.45,16.08,NA,0.3005,0.0822
24-80,202401,162,147,1,89.62,15.48,NA,0.3113,0.0832
24-81,202401,162,155,1,76.13,16.12,NA,0.2991,0.0594
24-82,202401,162,155,1,76.94,17.45,NA,0.292,0.0518
24-83,202401,162,155,1,74.13,16.81,NA,0.2911,0.0678
24-84,202401,162,156,1,72.67,13.26,NA,0.2905,0.0755
24-85,202401,162,157,1,71.75,13.35,NA,0.3115,0.0749
24-86,202401,162,157,1,79.44,15.21,NA,0.2874,0.0623
24-87,202401,162,159,1,69.79,12.28,NA,0.3141,0.0905
24-88,202401,162,159,1,69.9,12.07,NA,0.3042,0.0725
24-89,202401,162,162,1,70.05,11.68,NA,0.3212,0.1067
24-90,202401,162,162,1,70.32,12.69,NA,0.3058,0.0934
24-91,202401,162,176,1,76.09,14.38,NA,0.3012,0.1208
24-92,202401,162,176,1,76.05,14.24,NA,0.2983,0.0949
24-93,202401,162,176,1,84.09,16.39,NA,0.3493,0.1225
24-94,202401,162,176,1,77.33,13.68,NA,0.2942,0.1073
24-95,202401,162,176,1,85.42,17.05,NA,0.285,0.0896
24-96,202401,162,176,2,59.45,0,NA,0.2975,0.1151
24-97,202401,162,177,1,89.47,17.58,NA,0.2986,0.0938
24-98,202401,162,177,1,82.42,15.38,NA,0.2841,0.0988
24-99,202401,162,177,1,90.19,17.32,NA,0.2937,0.0936
24-100,202401,162,177,1,77.61,14.45,NA,0.3067,0.1037
24-101,202401,162,177,1,81.2,15.46,NA,0.2877,0.0937
24-102,202401,162,177,2,63.22,0,NA,0.299,0.1048
24-103,202401,162,177,2,56.81,0,NA,0.2923,0.0996
24-104,202401,162,177,2,60.38,0,NA,0.2858,0.1148
24-105,202401,162,177,2,64.82,0,NA,0.303,0.1091
24-106,202401,162,177,2,63.01,0,NA,0.2879,0.1003
24-107,202401,162,178,2,61.16,0,NA,0.2947,0.0976
24-108,202401,162,178,2,61.48,0,NA,0.3026,0.1023
24-169,202401,134,106,2,47.86,0,NA,0.3231,0.0937
24-170,202401,134,106,2,46.22,0,NA,0.2937,0.0828
24-171,202401,134,106,2,46.47,0,NA,0.4205,0.1098
24-172,202401,134,107,2,47.18,0,NA,0.3818,0.0885
24-173,202401,134,108,2,52.77,0,NA,0.3452,0.1265
24-174,202401,134,108,2,51.38,0,NA,0.2884,0.1012
24-175,202401,134,108,2,46.32,0,NA,0.3031,0.1060
24-176,202401,134,108,2,49.61,0,NA,0.2986,0.0839
24-177,202401,134,108,2,48.18,0,NA,0.2947,0.1035
24-178,202401,134,109,2,50.89,0,NA,0.3499,0.1125
24-179,202401,134,110,1,78.37,0,NA,0.2945,0.0844
24-180,202401,134,111,1,75.45,0,NA,0.309,0.0975
24-181,202401,134,111,1,71.79,0,NA,0.2848,0.0982
24-182,202401,134,112,1,78.82,0,NA,0.2943,0.0852
24-183,202401,134,112,1,76.86,0,NA,0.3341,0.0966
24-184,202401,134,113,2,47.93,0,NA,0.1557,0.0580
24-185,202401,134,113,2,48.03,0,NA,0.3128,0.1102
24-186,202401,134,113,2,57.62,0,NA,0.327,0.1183
24-187,202401,134,113,1,74.87,0,NA,0.318,0.0923
24-188,202401,134,115,2,58.58,0,NA,0.3083,0.0995
24-189,202401,134,115,2,63.25,0,NA,0.2986,0.1054
24-190,202401,134,115,2,51.25,0,NA,0.3136,0.1135
24-191,202401,134,115,2,57.2,0,NA,0.2932,0.1067
24-192,202401,134,115,2,60.33,0,NA,0.3024,0.0964
24-193,202401,134,115,1,84.4,0,NA,0.3118,0.0877
24-194,202401,134,115,1,78.01,0,NA,0.3305,0.0936
24-195,202401,134,115,1,84.4,0,NA,0.3127,0.0888
24-196,202401,134,117,1,90.52,0,NA,0.3901,0.0694
24-197,202401,134,148,2,49.53,0,NA,0.3168,0.1002
24-198,202401,134,148,2,53.68,0,NA,0.3359,0.0982
24-199,202401,134,148,2,44.14,0,NA,0.3023,0.0856
24-200,202401,134,148,2,48.24,0,NA,0.3015,0.0997
24-201,202401,134,148,2,45.95,0,NA,0.2972,0.0903
24-207,202401,134,149,1,78.88,0,NA,0.3124,0.0810
24-208,202401,134,149,1,70.8,0,NA,0.3177,0.0857
24-209,202401,134,149,1,70.82,0,NA,0.2936,0.0726
24-210,202401,134,150,1,79.38,0,NA,0.3129,0.0665
24-211,202401,134,151,1,74.29,0,NA,0.3322,0.0797
24-212,202401,134,151,1,73.55,0,NA,0.3063,0.0807
24-213,202401,134,152,1,70.85,0,NA,0.3154,0.0777
24-214,202401,134,152,1,73.57,0,NA,0.3223,0.0825
24-215,202401,134,152,1,70.18,0,NA,0.3068,0.0956
24-216,202401,134,152,1,71.28,0,NA,0.2963,0.0976
24-217,202401,134,152,1,72.29,0,NA,0.3163,0.0925
24-218,202401,134,164,1,72.12,0,NA,0.2974,0.1086
24-219,202401,134,164,1,75.2,0,NA,0.2982,0.0744
24-220,202401,134,164,1,80.49,0,NA,0.3081,0.0982
24-221,202401,134,164,1,73.04,0,NA,0.3117,0.1232
24-222,202401,134,164,1,78.07,0,NA,0.2968,0.0890
24-223,202401,134,164,2,55.4,0,NA,0.3086,0.1089
24-224,202401,134,164,2,59.55,0,NA,0.3082,0.1050
24-225,202401,134,164,2,56.54,0,NA,0.3124,0.1130
24-226,202401,134,164,2,54.9,0,NA,0.2991,0.0923
24-227,202401,134,164,2,57.8,0,NA,0.3077,0.1128
24-228,202401,134,163,1,73.76,0,NA,0.2983,0.0989
24-229,202401,134,163,1,78,0,NA,0.3037,0.1067
24-230,202401,134,163,1,75.23,0,NA,0.3282,0.1351
24-231,202401,134,163,1,74.42,0,NA,0.3059,0.1211
24-232,202401,134,163,1,81.07,0,NA,0.3261,0.1121
24-233,202401,134,163,2,62.23,0,NA,0.3312,0.1184
24-234,202401,134,163,2,62.41,0,NA,0.3105,0.0899
24-235,202401,134,163,2,61.78,0,NA,0.3507,0.1217
24-236,202401,134,163,2,64.3,0,NA,0.3052,0.1147
24-237,202401,134,163,2,58.39,0,NA,0.3033,0.1243
24-238,202401,134,165,1,84.66,0,NA,0.3067,0.1053
24-239,202401,134,165,1,89.66,0,NA,0.3152,0.1165
24-240,202401,134,165,1,90.14,0,NA,0.337,0.1118
24-241,202401,134,165,1,93.02,0,NA,0.3349,0.0838
24-242,202401,134,165,1,84.52,0,NA,0.3267,0.1058
24-243,202401,134,165,2,60.59,0,NA,0.3225,0.0868
24-244,202401,134,165,2,63.56,0,NA,0.334,0.0926
24-245,202401,134,168,2,66.13,0,NA,0.3297,0.1287
24-246,202401,134,168,2,63.06,0,NA,0.3242,0.1282
